?item	?itemLabel	?coordLabel
<http://www.wikidata.org/entity/Q99227468>	"Stolperstein für Auguste Freudenberg"@de	"Point(9.958984 53.577342)"
<http://www.wikidata.org/entity/Q53952757>	"Stolperstein für Auguste Friedburg"@de	"Point(10.030222222 53.637130555)"
<http://www.wikidata.org/entity/Q114704806>	"Stolperstein für Auguste Friedburg"@de	"Point(9.989438 53.564814)"
<http://www.wikidata.org/entity/Q67198938>	"Stolperstein für Auguste Hüpper"@de	"Point(9.982694444 53.555744444)"
<http://www.wikidata.org/entity/Q99707203>	"Stolperstein für Auguste Lichtenhayn"@de	"Point(9.982313888 53.581913055)"
<http://www.wikidata.org/entity/Q108818046>	"Stolperstein für Auguste Ohrts"@de	"Point(9.937680555 53.555758333)"
<http://www.wikidata.org/entity/Q63183697>	"Stolperstein für Auguste Peine"@de	"Point(10.003916666 53.578447222)"
<http://www.wikidata.org/entity/Q61984464>	"Stolperstein für Auguste Peine"@de	"Point(9.996711111 53.547669444)"
<http://www.wikidata.org/entity/Q99551159>	"Stolperstein für Auguste Pollak"@de	"Point(9.982313888 53.581913055)"
<http://www.wikidata.org/entity/Q99676338>	"Stolperstein für Auguste Schloss"@de	"Point(9.981358 53.570087)"
<http://www.wikidata.org/entity/Q55025488>	"Stolperstein für Auguste Schröder"@de	"Point(10.028172222 53.552319444)"
<http://www.wikidata.org/entity/Q50017860>	"Stolperstein für Auguste Schumacher"@de	"Point(10.034488888 53.573061111)"
<http://www.wikidata.org/entity/Q99556819>	"Stolperstein für Auguste Wagner"@de	"Point(9.99108 53.56508)"
<http://www.wikidata.org/entity/Q107576409>	"Stolperstein für Auguste Wolf"@de	"Point(10.019269444 53.584486111)"
<http://www.wikidata.org/entity/Q99600091>	"Stolperstein für Auguste Wolfsfeld"@de	"Point(9.985096111 53.570025)"
<http://www.wikidata.org/entity/Q99658852>	"Stolperstein für Aurelia Lasdun"@de	"Point(9.980378 53.568265)"
<http://www.wikidata.org/entity/Q99530854>	"Stolperstein für Aurelie Lefebre"@de	"Point(9.968080555 53.580105555)"
<http://www.wikidata.org/entity/Q97574971>	"Stolperstein für Aurelie Levinson"@de	"Point(9.987169444 53.587763888)"
<http://www.wikidata.org/entity/Q64565698>	"Stolperstein für Babette Löw"@de	"Point(10.047247222 53.552747222)"
<http://www.wikidata.org/entity/Q54082352>	"Stolperstein für Balbine Meyer"@de	"Point(10.030222222 53.637130555)"
<http://www.wikidata.org/entity/Q61965994>	"Stolperstein für Balthasar Brand"@de	"Point(10.022922222 53.548113888)"
<http://www.wikidata.org/entity/Q99584548>	"Stolperstein für Barthold Goldschmidt"@de	"Point(9.978530555 53.5704)"
<http://www.wikidata.org/entity/Q112655599>	"Stolperstein für Baruch Josef Jacobi"@de	"Point(9.930251 53.550797)"
<http://www.wikidata.org/entity/Q99707052>	"Stolperstein für Baszion Aron"@de	"Point(9.978280555 53.576352777)"
<http://www.wikidata.org/entity/Q99707336>	"Stolperstein für Baszion Hirsch"@de	"Point(9.988261111 53.584141666)"
<http://www.wikidata.org/entity/Q98838991>	"Stolperstein für Baszion Lazarus"@de	"Point(9.972061111 53.582122222)"
<http://www.wikidata.org/entity/Q66144992>	"Stolperstein für Beate Ruben"@de	"Point(9.980811111 53.550330555)"
<http://www.wikidata.org/entity/Q99051036>	"Stolperstein für Beatrice Levy"@de	"Point(9.970177777 53.576977777)"
<http://www.wikidata.org/entity/Q99676349>	"Stolperstein für Beatrix Löwenthal"@de	"Point(9.980087 53.566662)"
<http://www.wikidata.org/entity/Q99670974>	"Stolperstein für Bedrich Meissl"@de	"Point(9.992252777 53.577644444)"
<http://www.wikidata.org/entity/Q99556867>	"Stolperstein für Beer Lambig"@de	"Point(9.980027777 53.571222222)"
<http://www.wikidata.org/entity/Q91210947>	"Stolperstein für Bela Anschlawski"@de	"Point(9.979404 53.567935)"
<http://www.wikidata.org/entity/Q99227592>	"Stolperstein für Bela Brager"@de	"Point(9.973541666 53.5722)"
<http://www.wikidata.org/entity/Q99676418>	"Stolperstein für Bela Feilmann"@de	"Point(9.978624 53.56971)"
<http://www.wikidata.org/entity/Q67198908>	"Stolperstein für Bela Feldheim"@de	"Point(9.982347222 53.555552777)"
<http://www.wikidata.org/entity/Q61984454>	"Stolperstein für Bela Levy"@de	"Point(9.996711111 53.547669444)"
<http://www.wikidata.org/entity/Q99636891>	"Stolperstein für Bela Mansfeldt"@de	"Point(9.986683 53.564624)"
<http://www.wikidata.org/entity/Q50414355>	"Stolperstein für Bela Meier"@de	"Point(10.209952777 53.490255555)"
<http://www.wikidata.org/entity/Q95225713>	"Stolperstein für Bela Meier"@de	"Point(9.965821 53.567193)"
<http://www.wikidata.org/entity/Q66144587>	"Stolperstein für Bela Neumann"@de	"Point(9.980811111 53.550330555)"
<http://www.wikidata.org/entity/Q99636578>	"Stolperstein für Bela Reha Wagener"@de	"Point(9.98096 53.571391)"
<http://www.wikidata.org/entity/Q99676251>	"Stolperstein für Bella Aron"@de	"Point(9.981301 53.565773)"
<http://www.wikidata.org/entity/Q112655502>	"Stolperstein für Bella Deutel"@de	"Point(9.942255555 53.557480555)"
<http://www.wikidata.org/entity/Q99551144>	"Stolperstein für Bella Freimuth"@de	"Point(9.981261 53.581247)"
<http://www.wikidata.org/entity/Q99636767>	"Stolperstein für Bella Hirsch"@de	"Point(9.983008 53.569782)"
<http://www.wikidata.org/entity/Q99673943>	"Stolperstein für Bella Hirsch"@de	"Point(9.979944444 53.56885)"
<http://www.wikidata.org/entity/Q99696865>	"Stolperstein für Bella Hutner"@de	"Point(9.990658 53.563998)"
<http://www.wikidata.org/entity/Q50554704>	"Stolperstein für Bella Josias"@de	"Point(9.964927777 53.594275)"
<http://www.wikidata.org/entity/Q97141598>	"Stolperstein für Bella Pariser"@de	"Point(9.986997222 53.581402777)"
<http://www.wikidata.org/entity/Q99674061>	"Stolperstein für Bella Philip"@de	"Point(9.985237 53.570912)"
<http://www.wikidata.org/entity/Q61975013>	"Stolperstein für Bella Spanier"@de	"Point(10.014261111 53.549172222)"
<http://www.wikidata.org/entity/Q99744022>	"Stolperstein für Bella Spanier"@de	"Point(9.961291 53.572565)"
<http://www.wikidata.org/entity/Q55068806>	"Stolperstein für Bella Speyer"@de	"Point(10.036158333 53.559697222)"
<http://www.wikidata.org/entity/Q76407298>	"Stolperstein für Bella Stern"@de	"Point(10.006447222 53.590952777)"
<http://www.wikidata.org/entity/Q99584367>	"Stolperstein für Bella Wolff"@de	"Point(9.981338888 53.568441666)"
<http://www.wikidata.org/entity/Q64352459>	"Stolperstein für Benjamin Benno Engländer"@de	"Point(9.963372222 53.559844444)"
<http://www.wikidata.org/entity/Q97481070>	"Stolperstein für Benjamin Findling"@de	"Point(9.985602777 53.457983333)"
<http://www.wikidata.org/entity/Q95208599>	"Stolperstein für Benjamin Goldberger"@de	"Point(9.965821 53.567193)"
<http://www.wikidata.org/entity/Q99600085>	"Stolperstein für Benjamin Helfer"@de	"Point(9.985391666 53.570122222)"
<http://www.wikidata.org/entity/Q99227576>	"Stolperstein für Benjamin Landau"@de	"Point(9.969888888 53.574108333)"
<http://www.wikidata.org/entity/Q99676327>	"Stolperstein für Benjamin Marchbein"@de	"Point(9.981304 53.570225)"
<http://www.wikidata.org/entity/Q63807989>	"Stolperstein für Benjamin Martin Josephs"@de	"Point(9.998202777 53.594302777)"
<http://www.wikidata.org/entity/Q99534048>	"Stolperstein für Benjamin Perlmann"@de	"Point(9.981956 53.573546)"
<http://www.wikidata.org/entity/Q54911061>	"Stolperstein für Benni Bartfeld"@de	"Point(10.072183333 53.552383333)"
<http://www.wikidata.org/entity/Q109674660>	"Stolperstein für Benno Baner"@de	"Point(9.959458333 53.560122222)"
<http://www.wikidata.org/entity/Q53870359>	"Stolperstein für Benno Friedländer"@de	"Point(10.030438888 53.631272222)"
<http://www.wikidata.org/entity/Q64224761>	"Stolperstein für Benno Hauptmann"@de	"Point(9.964172222 53.562608333)"
<http://www.wikidata.org/entity/Q66559843>	"Stolperstein für Benno Hirschfeld"@de	"Point(9.991911111 53.552144444)"
<http://www.wikidata.org/entity/Q99534212>	"Stolperstein für Benno Hirschfeld"@de	"Point(9.994141666 53.580444444)"
<http://www.wikidata.org/entity/Q99674018>	"Stolperstein für Benno Kesstecher"@de	"Point(9.983558333 53.568738888)"
<http://www.wikidata.org/entity/Q107363123>	"Stolperstein für Benno Tarnowski"@de	"Point(9.960902777 53.560811111)"
<http://www.wikidata.org/entity/Q64512300>	"Stolperstein für Benno ‚Bentzion‘ Ehrlich"@de	"Point(9.964694444 53.559822222)"
<http://www.wikidata.org/entity/Q63190115>	"Stolperstein für Benny Rosenbaum"@de	"Point(10.003986111 53.586597222)"
<http://www.wikidata.org/entity/Q54087507>	"Stolperstein für Benny Salomon"@de	"Point(10.030222222 53.637130555)"
<http://www.wikidata.org/entity/Q97649251>	"Stolperstein für Benny ‚Benno‘ Nathan"@de	"Point(9.984077777 53.586122222)"
<http://www.wikidata.org/entity/Q98430002>	"Stolperstein für Berhard Moser"@de	"Point(9.986705555 53.587930555)"
<http://www.wikidata.org/entity/Q95931803>	"Stolperstein für Berl Beit"@de	"Point(9.967916 53.568315)"
<http://www.wikidata.org/entity/Q99707060>	"Stolperstein für Berl Beit"@de	"Point(9.976530555 53.578336111)"
<http://www.wikidata.org/entity/Q90303803>	"Stolperstein für Berl Löwi"@de	"Point(9.982233333 53.458561111)"
<http://www.wikidata.org/entity/Q99658869>	"Stolperstein für Berl Meier"@de	"Point(9.974645 53.567256)"
<http://www.wikidata.org/entity/Q64617433>	"Stolperstein für Berl Schmul"@de	"Point(10.056472222 53.564066666)"
<http://www.wikidata.org/entity/Q62053792>	"Stolperstein für Bernd Dawidowicz"@de	"Point(10.017197222 53.570347222)"
<http://www.wikidata.org/entity/Q99600122>	"Stolperstein für Bernhard Baruch"@de	"Point(9.980663888 53.570711111)"
<http://www.wikidata.org/entity/Q64512238>	"Stolperstein für Bernhard Bender"@de	"Point(9.964222222 53.558852777)"
<http://www.wikidata.org/entity/Q99050763>	"Stolperstein für Bernhard Benedix"@de	"Point(9.970177777 53.576977777)"
<http://www.wikidata.org/entity/Q99696859>	"Stolperstein für Bernhard Bodenheimer"@de	"Point(9.990902 53.563893)"
<http://www.wikidata.org/entity/Q55202497>	"Stolperstein für Bernhard Boysen"@de	"Point(10.038 53.533269444)"
<http://www.wikidata.org/entity/Q63203882>	"Stolperstein für Bernhard Bästlein"@de	"Point(10.014680555 53.586261111)"
<http://www.wikidata.org/entity/Q61996062>	"Stolperstein für Bernhard Bästlein"@de	"Point(9.992747222 53.550547222)"
<http://www.wikidata.org/entity/Q97141581>	"Stolperstein für Bernhard David"@de	"Point(9.984197222 53.581288888)"
<http://www.wikidata.org/entity/Q99743993>	"Stolperstein für Bernhard Dessau"@de	"Point(9.957718 53.578764)"
<http://www.wikidata.org/entity/Q66309413>	"Stolperstein für Bernhard Elias"@de	"Point(9.978938888 53.553408333)"
<http://www.wikidata.org/entity/Q67198911>	"Stolperstein für Bernhard Feldheim"@de	"Point(9.982347222 53.555552777)"
<http://www.wikidata.org/entity/Q99556857>	"Stolperstein für Bernhard Gerechter"@de	"Point(9.979781 53.571074)"
<http://www.wikidata.org/entity/Q99556846>	"Stolperstein für Bernhard Glück"@de	"Point(9.979523 53.571212)"
<http://www.wikidata.org/entity/Q97141610>	"Stolperstein für Bernhard Goslar"@de	"Point(9.987658333 53.590722222)"
<http://www.wikidata.org/entity/Q50018706>	"Stolperstein für Bernhard Heinemann"@de	"Point(10.094244444 53.673638888)"
<http://www.wikidata.org/entity/Q97622725>	"Stolperstein für Bernhard Heymann"@de	"Point(9.983025 53.586727777)"
<http://www.wikidata.org/entity/Q99556880>	"Stolperstein für Bernhard Hirsch"@de	"Point(9.980295 53.571083)"
<http://www.wikidata.org/entity/Q99636629>	"Stolperstein für Bernhard Jacobson"@de	"Point(9.980475 53.570211111)"
<http://www.wikidata.org/entity/Q66146552>	"Stolperstein für Bernhard Jung"@de	"Point(9.978536111 53.558313888)"
<http://www.wikidata.org/entity/Q99534222>	"Stolperstein für Bernhard Kahn"@de	"Point(9.977786111 53.576880555)"
<http://www.wikidata.org/entity/Q99227711>	"Stolperstein für Bernhard Katz"@de	"Point(9.964777777 53.567780555)"
<http://www.wikidata.org/entity/Q63930917>	"Stolperstein für Bernhard Koppel"@de	"Point(9.924986111 53.547691666)"
<http://www.wikidata.org/entity/Q55005956>	"Stolperstein für Bernhard Levisohn"@de	"Point(10.064152777 53.572488888)"
<http://www.wikidata.org/entity/Q76515315>	"Stolperstein für Bernhard Levisohn"@de	"Point(10.073875 53.572586111)"
<http://www.wikidata.org/entity/Q63976021>	"Stolperstein für Bernhard Levy"@de	"Point(10.004061111 53.585594444)"
<http://www.wikidata.org/entity/Q62129746>	"Stolperstein für Bernhard Lewinsohn"@de	"Point(10.026223 53.558705)"
<http://www.wikidata.org/entity/Q65095988>	"Stolperstein für Bernhard Liepmann"@de	"Point(9.979705555 53.549880555)"
<http://www.wikidata.org/entity/Q97649243>	"Stolperstein für Bernhard Nathan"@de	"Point(9.984077777 53.586122222)"
<http://www.wikidata.org/entity/Q95500242>	"Stolperstein für Bernhard Neustadt"@de	"Point(9.984763888 53.575702777)"
<http://www.wikidata.org/entity/Q109334195>	"Stolperstein für Bernhard Reiss"@de	"Point(9.979486111 53.547841666)"
<http://www.wikidata.org/entity/Q99227564>	"Stolperstein für Bernhard Rosenstein"@de	"Point(9.957022222 53.580013888)"
<http://www.wikidata.org/entity/Q99676422>	"Stolperstein für Bernhard Rosenthal"@de	"Point(9.977674 53.569597)"
<http://www.wikidata.org/entity/Q99584517>	"Stolperstein für Bernhard Schlachcic"@de	"Point(9.982216666 53.569383333)"
<http://www.wikidata.org/entity/Q90464321>	"Stolperstein für Bernhard Schreiber"@de	"Point(9.985666666 53.456655555)"
<http://www.wikidata.org/entity/Q96066048>	"Stolperstein für Bernhard Schwarz"@de	"Point(9.977336111 53.586383333)"
<http://www.wikidata.org/entity/Q99703642>	"Stolperstein für Bernhard Weinberg"@de	"Point(9.988307 53.569103)"
<http://www.wikidata.org/entity/Q95414460>	"Stolperstein für Bernhard Wolf Josephs"@de	"Point(9.988566666 53.579744444)"
<http://www.wikidata.org/entity/Q114869575>	"Stolperstein für Bernhardine Levy"@de	"Point(9.979084 53.566179)"
<http://www.wikidata.org/entity/Q108222859>	"Stolperstein für Berta Bernhardt"@de	"Point(9.988622222 53.589630555)"
<http://www.wikidata.org/entity/Q108804511>	"Stolperstein für Berta Brandla Friedmann"@de	"Point(9.955052777 53.559116666)"
<http://www.wikidata.org/entity/Q98380347>	"Stolperstein für Berta Cremer"@de	"Point(9.943161111 53.573738888)"
<http://www.wikidata.org/entity/Q64666973>	"Stolperstein für Berta Franken"@de	"Point(9.950472222 53.546494444)"
<http://www.wikidata.org/entity/Q99658827>	"Stolperstein für Berta Hirnheimer"@de	"Point(9.980659 53.567108)"
<http://www.wikidata.org/entity/Q98839026>	"Stolperstein für Berta Hoffmann"@de	"Point(9.977177777 53.586147222)"
<http://www.wikidata.org/entity/Q99701922>	"Stolperstein für Berta Katz"@de	"Point(10.001353 53.567413)"
<http://www.wikidata.org/entity/Q64814805>	"Stolperstein für Berta Leider"@de	"Point(9.940786111 53.549072222)"
<http://www.wikidata.org/entity/Q99674068>	"Stolperstein für Berta Lesheim"@de	"Point(9.985009 53.571069)"
<http://www.wikidata.org/entity/Q99676314>	"Stolperstein für Berta Levy"@de	"Point(9.992766666 53.564572222)"
<http://www.wikidata.org/entity/Q111621193>	"Stolperstein für Berta Lühmann"@de	"Point(9.976530555 53.458186111)"
<http://www.wikidata.org/entity/Q50362759>	"Stolperstein für Berta Mendel"@de	"Point(9.981588888 53.546058333)"
<http://www.wikidata.org/entity/Q99543846>	"Stolperstein für Berta Meyer"@de	"Point(9.9812 53.580611111)"
<http://www.wikidata.org/entity/Q61935310>	"Stolperstein für Berta Ollech"@de	"Point(10.045852777 53.569822222)"
<http://www.wikidata.org/entity/Q97574946>	"Stolperstein für Berta Reichmann"@de	"Point(9.966722222 53.550077777)"
<http://www.wikidata.org/entity/Q97595208>	"Stolperstein für Berta Salomon"@de	"Point(9.985763888 53.587113888)"
<http://www.wikidata.org/entity/Q91202195>	"Stolperstein für Berta Seligmann"@de	"Point(9.982636111 53.570188888)"
<http://www.wikidata.org/entity/Q111309506>	"Stolperstein für Berta von Halle"@de	"Point(9.964744444 53.566266666)"
<http://www.wikidata.org/entity/Q99534040>	"Stolperstein für Bertha Alexander"@de	"Point(9.981696 53.573457)"
<http://www.wikidata.org/entity/Q99551328>	"Stolperstein für Bertha Bachrach"@de	"Point(9.983886111 53.574622222)"
<http://www.wikidata.org/entity/Q112627445>	"Stolperstein für Bertha Bachrach"@de	"Point(9.987966 53.555994)"
<http://www.wikidata.org/entity/Q67204151>	"Stolperstein für Bertha Behr"@de	"Point(9.972780555 53.558819444)"
<http://www.wikidata.org/entity/Q99707061>	"Stolperstein für Bertha Beit"@de	"Point(9.976530555 53.578336111)"
<http://www.wikidata.org/entity/Q99676241>	"Stolperstein für Bertha Berges"@de	"Point(9.982636111 53.570188888)"
<http://www.wikidata.org/entity/Q97578358>	"Stolperstein für Bertha Beschütz"@de	"Point(9.980911111 53.587797222)"
<http://www.wikidata.org/entity/Q62615791>	"Stolperstein für Bertha Bettelheim"@de	"Point(10.009447222 53.554738888)"
<http://www.wikidata.org/entity/Q98833912>	"Stolperstein für Bertha Blankenstein"@de	"Point(9.978169444 53.585261111)"
<http://www.wikidata.org/entity/Q95435277>	"Stolperstein für Bertha Brach"@de	"Point(9.983916944 53.582888888)"
<http://www.wikidata.org/entity/Q95439527>	"Stolperstein für Bertha Brach"@de	"Point(9.983917 53.582889)"
<http://www.wikidata.org/entity/Q99636735>	"Stolperstein für Bertha Brauer"@de	"Point(9.981589 53.570012)"
<http://www.wikidata.org/entity/Q97464585>	"Stolperstein für Bertha Bunsat"@de	"Point(9.971719444 53.458038888)"
<http://www.wikidata.org/entity/Q65081905>	"Stolperstein für Bertha Cohen"@de	"Point(9.979705555 53.549880555)"
<http://www.wikidata.org/entity/Q98833951>	"Stolperstein für Bertha Cohen"@de	"Point(9.972908333 53.583819444)"
<http://www.wikidata.org/entity/Q99227606>	"Stolperstein für Bertha Cohn"@de	"Point(9.973619444 53.572019444)"
<http://www.wikidata.org/entity/Q91099248>	"Stolperstein für Bertha Cohn"@de	"Point(9.991232 53.56641)"
<http://www.wikidata.org/entity/Q100595065>	"Stolperstein für Bertha D. Krämer"@de	"Point(9.961044444 53.557097222)"
<http://www.wikidata.org/entity/Q76407126>	"Stolperstein für Bertha Eckelmann"@de	"Point(10.023169444 53.586341666)"
<http://www.wikidata.org/entity/Q99543652>	"Stolperstein für Bertha Emilie Karlsberg"@de	"Point(9.989431 53.574355)"
<http://www.wikidata.org/entity/Q98310436>	"Stolperstein für Bertha Engers"@de	"Point(9.985547222 53.587869444)"
<http://www.wikidata.org/entity/Q61965300>	"Stolperstein für Bertha Feld"@de	"Point(10.046019444 53.567375)"
<http://www.wikidata.org/entity/Q99636794>	"Stolperstein für Bertha Fischborn"@de	"Point(9.989230555 53.565372222)"
<http://www.wikidata.org/entity/Q95562127>	"Stolperstein für Bertha Gangloff"@de	"Point(9.97431 53.558361)"
<http://www.wikidata.org/entity/Q95463236>	"Stolperstein für Bertha Gansel"@de	"Point(9.981974 53.573177)"
<http://www.wikidata.org/entity/Q99533702>	"Stolperstein für Bertha Haas"@de	"Point(9.981938888 53.579772222)"
<http://www.wikidata.org/entity/Q99673953>	"Stolperstein für Bertha Hauptmann"@de	"Point(9.979762 53.569152)"
<http://www.wikidata.org/entity/Q64723636>	"Stolperstein für Bertha Hecht"@de	"Point(9.945619444 53.546088888)"
<http://www.wikidata.org/entity/Q54913802>	"Stolperstein für Bertha Heimberg"@de	"Point(10.075636111 53.566808333)"
<http://www.wikidata.org/entity/Q99551205>	"Stolperstein für Bertha Heinemann"@de	"Point(9.986863888 53.583738888)"
<http://www.wikidata.org/entity/Q99676394>	"Stolperstein für Bertha Herz"@de	"Point(9.988416666 53.571169444)"
<http://www.wikidata.org/entity/Q97622721>	"Stolperstein für Bertha Heymann"@de	"Point(9.983025 53.586727777)"
<http://www.wikidata.org/entity/Q99510402>	"Stolperstein für Bertha Heyn"@de	"Point(9.971836111 53.578955555)"
<http://www.wikidata.org/entity/Q97548520>	"Stolperstein für Bertha Hirsch"@de	"Point(9.981511111 53.595769444)"
<http://www.wikidata.org/entity/Q99658842>	"Stolperstein für Bertha Hirsch"@de	"Point(9.980897222 53.567511111)"
<http://www.wikidata.org/entity/Q99674015>	"Stolperstein für Bertha Hirsch"@de	"Point(9.983558333 53.568738888)"
<http://www.wikidata.org/entity/Q63955490>	"Stolperstein für Bertha Holländer"@de	"Point(9.955088888 53.562563888)"
<http://www.wikidata.org/entity/Q99537452>	"Stolperstein für Bertha Jacobsohn"@de	"Point(9.984963888 53.572702777)"
<http://www.wikidata.org/entity/Q99542500>	"Stolperstein für Bertha Jacobson"@de	"Point(9.990769444 53.578841666)"
<http://www.wikidata.org/entity/Q99636630>	"Stolperstein für Bertha Jacobson"@de	"Point(9.980475 53.570211111)"
<http://www.wikidata.org/entity/Q54806083>	"Stolperstein für Bertha Katzenstein"@de	"Point(9.951436111 53.463202777)"
<http://www.wikidata.org/entity/Q111907289>	"Stolperstein für Bertha Kaufmann"@de	"Point(9.97987 53.576259)"
<http://www.wikidata.org/entity/Q91211005>	"Stolperstein für Bertha Kleve"@de	"Point(9.979404 53.567935)"
<http://www.wikidata.org/entity/Q111552889>	"Stolperstein für Bertha Koopmann"@de	"Point(9.985048 53.58133)"
<http://www.wikidata.org/entity/Q50379079>	"Stolperstein für Bertha Lange"@de	"Point(9.981383333 53.547105555)"
<http://www.wikidata.org/entity/Q63976045>	"Stolperstein für Bertha Levy"@de	"Point(10.004061111 53.585594444)"
<http://www.wikidata.org/entity/Q63807175>	"Stolperstein für Bertha Lewig"@de	"Point(10.000202777 53.591052777)"
<http://www.wikidata.org/entity/Q64528736>	"Stolperstein für Bertha Lobatz"@de	"Point(10.050244444 53.555411111)"
<http://www.wikidata.org/entity/Q64814819>	"Stolperstein für Bertha Löwe"@de	"Point(9.955838888 53.557152777)"
<http://www.wikidata.org/entity/Q61995797>	"Stolperstein für Bertha Löwenhardt"@de	"Point(9.999508333 53.552933333)"
<http://www.wikidata.org/entity/Q99551152>	"Stolperstein für Bertha Löwensohn"@de	"Point(9.983096 53.581925)"
<http://www.wikidata.org/entity/Q62060194>	"Stolperstein für Bertha Maaß"@de	"Point(10.015366666 53.576638888)"
<http://www.wikidata.org/entity/Q98310395>	"Stolperstein für Bertha Margaretha Haurwitz"@de	"Point(9.985547222 53.587869444)"
<http://www.wikidata.org/entity/Q62053851>	"Stolperstein für Bertha Michelsohn"@de	"Point(10.016202777 53.572605555)"
<http://www.wikidata.org/entity/Q99674076>	"Stolperstein für Bertha Nürenberg"@de	"Point(9.985009 53.571069)"
<http://www.wikidata.org/entity/Q99707199>	"Stolperstein für Bertha Oppenheim"@de	"Point(9.980435 53.58069)"
<http://www.wikidata.org/entity/Q54820654>	"Stolperstein für Bertha Oppens"@de	"Point(10.008366666 53.681172222)"
<http://www.wikidata.org/entity/Q65096001>	"Stolperstein für Bertha Polack"@de	"Point(9.979705555 53.549880555)"
<http://www.wikidata.org/entity/Q99600139>	"Stolperstein für Bertha Rosenberg"@de	"Point(9.980819444 53.571280555)"
<http://www.wikidata.org/entity/Q108804510>	"Stolperstein für Bertha Ruth Friedmann"@de	"Point(9.955052777 53.559116666)"
<http://www.wikidata.org/entity/Q99676396>	"Stolperstein für Bertha Schmulowitz"@de	"Point(9.988416666 53.571169444)"
<http://www.wikidata.org/entity/Q111309366>	"Stolperstein für Bertha Schreiber"@de	"Point(9.970430555 53.55835)"
<http://www.wikidata.org/entity/Q67319128>	"Stolperstein für Bertha Seidner"@de	"Point(9.956661111 53.547569444)"
<http://www.wikidata.org/entity/Q95932128>	"Stolperstein für Bertha Solymos"@de	"Point(9.976944444 53.586086111)"
<http://www.wikidata.org/entity/Q63190485>	"Stolperstein für Bertha Sommerfeld"@de	"Point(10.013127777 53.581513888)"
<http://www.wikidata.org/entity/Q99048781>	"Stolperstein für Bertha Speyer"@de	"Point(9.968747222 53.576241666)"
<http://www.wikidata.org/entity/Q107736037>	"Stolperstein für Bertha Strauss"@de	"Point(9.982058333 53.587766666)"
<http://www.wikidata.org/entity/Q97480564>	"Stolperstein für Bertha Themans"@de	"Point(9.980230555 53.463330555)"
<http://www.wikidata.org/entity/Q99584281>	"Stolperstein für Bertha Turbahn"@de	"Point(9.985111111 53.569355555)"
<http://www.wikidata.org/entity/Q90464296>	"Stolperstein für Bertha Töpfer"@de	"Point(9.974155555 53.462208333)"
<http://www.wikidata.org/entity/Q61971103>	"Stolperstein für Bertha Uhink"@de	"Point(10.011580555 53.549402777)"
<http://www.wikidata.org/entity/Q63177944>	"Stolperstein für Bertha Waldbaum"@de	"Point(10.013933333 53.558508333)"
<http://www.wikidata.org/entity/Q55111556>	"Stolperstein für Bertha Wartelski"@de	"Point(10.035969444 53.537877777)"
<http://www.wikidata.org/entity/Q99636783>	"Stolperstein für Bertha de Haas"@de	"Point(9.983423 53.569564)"
<http://www.wikidata.org/entity/Q43652136>	"Stolperstein für Berthold Bormann"@de	"Point(9.996633333 53.444786111)"
<http://www.wikidata.org/entity/Q55078819>	"Stolperstein für Berthold Bucki"@de	"Point(10.035419444 53.556019444)"
<http://www.wikidata.org/entity/Q99676325>	"Stolperstein für Berthold Cohn"@de	"Point(9.981239 53.571767)"
<http://www.wikidata.org/entity/Q66309350>	"Stolperstein für Berthold Elias"@de	"Point(9.979125 53.552497222)"
<http://www.wikidata.org/entity/Q63168983>	"Stolperstein für Berthold Freundlich"@de	"Point(10.012113888 53.558113888)"
<http://www.wikidata.org/entity/Q54913508>	"Stolperstein für Berthold Hamburger"@de	"Point(10.073669444 53.555819444)"
<http://www.wikidata.org/entity/Q98429971>	"Stolperstein für Berthold Höxter"@de	"Point(9.985305555 53.586180555)"
<http://www.wikidata.org/entity/Q67203611>	"Stolperstein für Berthold Rappaport"@de	"Point(9.984497222 53.551797222)"
<http://www.wikidata.org/entity/Q106684253>	"Stolperstein für Berthold Strauss"@de	"Point(9.993816666 53.579252777)"
<http://www.wikidata.org/entity/Q65080281>	"Stolperstein für Berthold Walter"@de	"Point(9.987886111 53.555311111)"
<http://www.wikidata.org/entity/Q99600128>	"Stolperstein für Berthold Walter"@de	"Point(9.980663888 53.570711111)"
<http://www.wikidata.org/entity/Q114740511>	"Stolperstein für Bertold Frank"@de	"Point(10.208724 53.490456)"
<http://www.wikidata.org/entity/Q62061148>	"Stolperstein für Betti Engelmann"@de	"Point(10.024086111 53.568952777)"
<http://www.wikidata.org/entity/Q54820305>	"Stolperstein für Betti Frank"@de	"Point(9.783252777 53.573713888)"
<http://www.wikidata.org/entity/Q99551317>	"Stolperstein für Bettie Brandenstein"@de	"Point(9.988276 53.583437)"
<http://www.wikidata.org/entity/Q61991996>	"Stolperstein für Bettina Rosenberg"@de	"Point(10.001897222 53.552480555)"
<http://www.wikidata.org/entity/Q99658866>	"Stolperstein für Betty Bandmann"@de	"Point(9.979944444 53.56885)"
<http://www.wikidata.org/entity/Q106620410>	"Stolperstein für Betty Bari"@de	"Point(9.975866666 53.572730555)"
<http://www.wikidata.org/entity/Q54613916>	"Stolperstein für Betty Baruch"@de	"Point(9.948952777 53.564430555)"
<http://www.wikidata.org/entity/Q99557171>	"Stolperstein für Betty Berges"@de	"Point(9.982061111 53.570783333)"
